DATE,HOMETEAM,PTS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,AWAYTEAM,PTS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,CLASS
03/30/2018,DAL,92,86,0.442,28,0.393,7,0.714,46,22,5,5,14,17,MIN,93,83,0.422,25,0.32,17,0.882,44,14,10,6,9,13,-1
04/01/2018,MIN,97,90,0.422,24,0.333,14,0.929,32,19,10,1,12,17,UTA,121,76,0.605,28,0.393,25,0.72,45,29,8,7,16,19,-1
04/05/2018,DEN,100,89,0.393,36,0.306,22,0.864,47,21,3,7,10,17,MIN,96,91,0.429,24,0.25,16,0.75,47,22,4,1,8,19,1
04/06/2018,LAL,96,79,0.392,24,0.333,32,0.813,53,16,3,2,20,21,MIN,113,100,0.43,26,0.308,26,0.731,48,25,14,8,5,24,-1
04/09/2018,MIN,113,87,0.483,22,0.318,26,0.846,52,27,10,7,17,18,MEM,94,85,0.412,18,0.278,21,0.905,35,20,11,5,17,20,1
04/11/2018,MIN,112,89,0.472,23,0.391,25,0.76,40,24,10,2,8,19,DEN,106,90,0.456,32,0.406,18,0.611,47,19,4,4,12,22,1
10/18/2017,WAS,120,97,0.433,22,0.273,38,0.789,52,21,8,10,9,20,PHI,115,93,0.462,35,0.429,19,0.737,48,25,6,6,17,28,1
10/20/2017,WAS,115,75,0.533,17,0.353,35,0.829,37,25,12,7,16,18,DET,111,87,0.494,23,0.435,20,0.75,33,19,12,1,19,32,1
10/23/2017,DEN,104,80,0.488,23,0.348,23,0.783,44,27,5,2,23,22,WAS,109,84,0.44,30,0.3,28,0.929,38,24,13,3,15,24,-1
10/25/2017,LAL,102,92,0.446,30,0.233,16,0.813,53,27,9,5,21,26,WAS,99,95,0.411,26,0.231,23,0.652,45,20,11,5,13,19,1
10/27/2017,GSW,120,95,0.484,38,0.263,20,0.9,53,33,7,13,17,20,WAS,117,97,0.443,33,0.455,22,0.727,41,30,7,6,14,21,1
10/29/2017,SAC,83,82,0.39,22,0.273,16,0.813,43,13,8,2,17,20,WAS,110,85,0.471,34,0.5,20,0.65,49,28,9,3,15,18,-1
11/01/2017,WAS,116,92,0.446,30,0.333,30,0.8,45,20,5,4,12,28,PHX,122,83,0.494,24,0.375,38,0.816,45,23,5,5,9,24,-1
11/03/2017,WAS,122,84,0.536,28,0.393,31,0.677,37,25,5,2,16,24,CLE,130,82,0.561,27,0.444,28,0.929,34,20,11,4,14,27,-1
11/05/2017,TOR,96,80,0.463,24,0.208,27,0.63,36,17,7,8,13,24,WAS,107,85,0.471,23,0.478,23,0.696,46,19,9,3,17,26,-1
11/07/2017,WAS,99,75,0.427,25,0.4,32,0.781,39,21,5,5,15,19,DAL,113,91,0.473,30,0.367,20,0.8,53,26,6,8,11,23,-1
11/09/2017,WAS,111,83,0.518,21,0.333,20,0.9,45,20,7,4,19,31,LAL,95,86,0.36,23,0.13,41,0.732,46,17,9,4,19,19,1
11/11/2017,WAS,113,78,0.538,24,0.292,28,0.786,42,22,14,10,23,22,ATL,94,83,0.41,33,0.424,17,0.706,32,19,11,1,24,23,1
11/13/2017,WAS,110,86,0.512,34,0.324,12,0.917,50,30,7,1,11,21,SAC,92,84,0.405,23,0.522,18,0.667,35,19,8,4,10,15,1
11/15/2017,MIA,93,78,0.41,30,0.433,19,0.842,42,15,3,3,17,20,WAS,102,78,0.41,19,0.474,31,0.935,40,9,8,2,12,19,-1
11/17/2017,WAS,88,84,0.381,35,0.286,16,0.875,46,18,4,4,12,17,MIA,91,83,0.41,35,0.286,18,0.722,52,21,6,7,15,19,-1
11/19/2017,TOR,100,90,0.444,39,0.256,14,0.714,48,20,8,7,7,19,WAS,91,81,0.42,19,0.579,21,0.571,43,20,5,3,14,12,1
11/20/2017,MIL,88,79,0.443,22,0.182,19,0.737,33,17,10,7,9,19,WAS,99,74,0.527,24,0.375,17,0.706,46,23,4,1,16,18,-1
11/22/2017,CHA,129,91,0.473,28,0.357,40,0.825,48,23,5,5,11,20,WAS,124,99,0.485,33,0.333,22,0.773,43,25,4,6,12,29,1
11/25/2017,WAS,105,89,0.461,23,0.348,16,0.938,37,20,9,4,11,17,POR,108,80,0.513,24,0.375,22,0.773,41,18,3,6,16,16,-1
11/29/2017,PHI,118,81,0.457,18,0.167,64,0.641,64,23,6,8,17,27,WAS,113,89,0.404,22,0.409,37,0.865,35,22,8,4,11,42,1
12/01/2017,WAS,109,89,0.483,21,0.333,19,0.842,49,28,12,6,11,20,DET,91,79,0.443,30,0.3,19,0.632,32,20,7,5,15,21,1
12/04/2017,UTA,116,76,0.566,34,0.471,18,0.778,52,29,9,3,16,20,WAS,69,80,0.288,20,0.2,23,0.826,31,9,8,2,13,21,1
12/05/2017,POR,92,78,0.41,27,0.444,21,0.762,41,18,2,5,18,20,WAS,106,89,0.472,25,0.44,14,0.786,44,20,16,6,9,22,-1
12/07/2017,PHX,99,78,0.462,23,0.304,28,0.714,42,22,5,5,13,21,WAS,109,81,0.506,21,0.381,25,0.76,38,25,6,4,10,23,-1
12/09/2017,LAC,113,80,0.488,32,0.438,24,0.875,33,22,8,4,10,19,WAS,112,82,0.512,32,0.406,23,0.652,44,33,5,2,13,18,1
12/12/2017,BKN,103,84,0.405,43,0.233,33,0.758,53,26,4,6,14,21,WAS,98,95,0.4,22,0.182,22,0.818,49,18,8,3,10,26,1
12/13/2017,WAS,93,77,0.468,22,0.409,24,0.5,44,21,7,8,15,22,MEM,87,81,0.383,28,0.357,16,0.938,47,18,6,2,16,23,1
12/15/2017,WAS,100,88,0.443,31,0.226,23,0.652,50,21,12,7,19,26,LAC,91,86,0.384,24,0.292,29,0.621,47,17,12,6,20,20,1
12/17/2017,WAS,99,91,0.429,33,0.364,16,0.563,51,20,4,5,10,18,CLE,106,87,0.471,34,0.412,12,0.833,42,24,6,4,8,16,-1
12/19/2017,WAS,116,92,0.5,35,0.4,14,0.714,44,29,8,3,16,31,NOP,106,80,0.425,20,0.25,40,0.825,42,20,7,1,16,16,1
12/22/2017,BKN,119,88,0.5,41,0.341,21,0.81,60,29,4,4,14,17,WAS,84,93,0.366,20,0.25,15,0.733,35,22,7,1,7,18,1
12/23/2017,WAS,130,86,0.547,30,0.533,23,0.87,49,29,5,2,16,18,ORL,103,87,0.483,26,0.308,17,0.647,28,17,7,3,12,22,1
12/25/2017,BOS,103,81,0.481,29,0.483,17,0.647,45,20,2,4,16,23,WAS,111,93,0.462,26,0.231,28,0.679,47,26,6,4,8,17,-1
12/27/2017,ATL,113,94,0.436,37,0.297,29,0.69,53,28,7,7,11,21,WAS,99,81,0.432,24,0.375,26,0.769,40,24,6,5,13,24,1
12/29/2017,WAS,121,88,0.534,36,0.5,12,0.75,45,23,12,5,16,15,HOU,103,89,0.427,48,0.292,16,0.813,35,15,11,2,14,13,1
12/31/2017,WAS,114,93,0.462,36,0.444,17,0.706,47,27,6,8,10,24,CHI,110,92,0.457,35,0.229,22,0.818,46,24,6,1,12,22,1
01/03/2018,WAS,121,81,0.593,23,0.391,26,0.615,42,27,9,5,12,21,NYK,103,86,0.477,19,0.368,18,0.778,36,19,7,5,14,20,1
01/05/2018,MEM,100,86,0.407,30,0.333,26,0.769,46,20,6,9,16,25,WAS,102,84,0.393,27,0.37,34,0.765,48,21,7,7,13,23,-1
01/06/2018,WAS,103,78,0.474,21,0.381,29,0.724,34,25,6,6,14,22,MIL,110,80,0.488,22,0.318,30,0.833,45,20,11,6,15,26,-1
01/10/2018,WAS,104,78,0.526,25,0.4,17,0.706,45,25,8,1,23,17,UTA,107,92,0.467,33,0.333,13,0.769,39,23,15,3,12,17,-1
01/12/2018,WAS,125,95,0.568,16,0.25,19,0.684,41,26,9,6,11,22,ORL,119,80,0.513,29,0.414,31,0.806,40,32,7,3,15,21,1
01/13/2018,WAS,119,93,0.495,23,0.435,23,0.739,47,31,10,3,15,19,BKN,113,99,0.424,43,0.279,20,0.85,47,28,6,3,15,22,1
01/15/2018,WAS,95,76,0.421,21,0.286,31,0.806,39,19,10,8,23,22,MIL,104,81,0.469,16,0.5,29,0.69,44,21,14,6,17,25,-1
01/17/2018,CHA,133,98,0.49,31,0.484,26,0.846,49,27,10,5,9,18,WAS,109,82,0.488,23,0.565,23,0.696,40,31,3,7,16,23,1
01/19/2018,DET,112,80,0.5,30,0.333,26,0.846,35,25,8,3,14,22,WAS,122,82,0.5,35,0.457,27,0.889,34,28,10,4,13,20,-1
01/22/2018,DAL,98,87,0.437,31,0.323,17,0.706,52,20,9,9,11,21,WAS,75,86,0.302,32,0.219,27,0.593,47,15,7,5,12,18,1
01/25/2018,OKC,121,87,0.517,27,0.333,29,0.759,40,18,16,6,14,15,WAS,112,86,0.488,35,0.457,16,0.75,39,25,10,2,23,25,1
01/27/2018,ATL,104,88,0.432,43,0.279,21,0.762,32,24,2,4,12,15,WAS,129,85,0.576,32,0.563,14,0.929,38,40,7,6,12,21,-1
01/30/2018,WAS,102,89,0.382,25,0.28,29,0.931,43,27,8,7,12,28,OKC,96,80,0.375,32,0.281,34,0.794,52,19,7,8,20,24,1
02/01/2018,WAS,122,85,0.518,30,0.333,26,0.923,44,30,10,2,16,21,TOR,119,83,0.53,29,0.414,24,0.792,32,20,7,3,18,26,1
02/03/2018,ORL,98,77,0.442,32,0.313,22,0.909,35,17,12,4,20,15,WAS,115,85,0.541,26,0.269,18,0.889,38,35,14,6,14,19,-1
02/05/2018,IND,102,80,0.463,29,0.414,25,0.64,35,19,6,2,16,18,WAS,111,82,0.549,25,0.28,17,0.824,43,29,8,1,14,23,-1
02/06/2018,PHI,115,82,0.549,28,0.5,14,0.786,45,27,9,4,17,14,WAS,102,93,0.441,27,0.259,18,0.722,39,23,14,2,11,18,1
02/08/2018,WAS,104,95,0.4,26,0.462,20,0.8,52,28,11,4,20,23,BOS,110,84,0.464,26,0.346,34,0.676,45,16,9,6,18,20,-1
02/10/2018,CHI,90,80,0.425,32,0.281,16,0.813,45,23,11,2,14,16,WAS,101,82,0.463,38,0.342,14,0.857,41,31,8,3,13,17,-1
02/14/2018,NYK,113,97,0.464,19,0.474,18,0.778,42,21,7,1,10,17,WAS,118,88,0.545,22,0.318,19,0.789,45,31,7,9,11,16,-1
02/22/2018,CLE,103,84,0.5,35,0.229,19,0.579,36,20,5,2,13,15,WAS,110,92,0.478,30,0.4,10,1.0,43,29,9,3,10,23,-1
02/23/2018,WAS,105,81,0.494,25,0.36,17,0.941,36,25,3,0,14,21,CHA,122,90,0.489,39,0.436,20,0.85,41,26,7,5,8,18,-1
02/25/2018,WAS,109,79,0.544,25,0.48,12,0.917,48,35,9,6,19,28,PHI,94,86,0.36,33,0.273,31,0.742,43,24,13,3,15,16,1
02/27/2018,MIL,104,77,0.455,26,0.385,28,0.857,40,20,10,9,16,20,WAS,107,88,0.477,20,0.35,22,0.727,40,30,9,6,11,22,-1
02/28/2018,WAS,101,90,0.4,32,0.344,21,0.857,51,25,6,4,16,24,GSW,109,72,0.514,24,0.417,30,0.833,36,24,10,8,14,21,-1
03/02/2018,WAS,95,79,0.456,24,0.375,21,0.667,47,24,2,5,17,25,TOR,102,78,0.462,33,0.303,32,0.625,34,19,9,5,7,22,-1
03/04/2018,WAS,95,83,0.422,27,0.37,19,0.789,42,21,9,2,14,21,IND,98,77,0.442,25,0.32,24,0.917,43,11,10,0,16,18,-1
03/06/2018,WAS,117,80,0.5,24,0.583,27,0.852,41,25,7,3,18,22,MIA,113,94,0.447,33,0.273,27,0.741,41,26,11,3,14,24,1
03/09/2018,NOP,97,82,0.463,20,0.3,18,0.833,38,23,3,10,15,18,WAS,116,96,0.479,26,0.346,20,0.75,49,34,10,4,12,16,-1
03/10/2018,MIA,129,88,0.591,28,0.357,21,0.714,42,27,9,5,10,25,WAS,102,77,0.442,20,0.35,34,0.794,40,22,4,2,15,20,1
03/14/2018,BOS,124,99,0.485,26,0.462,23,0.696,44,30,9,5,17,22,WAS,125,97,0.474,32,0.375,28,0.75,52,29,10,6,19,26,-1
03/17/2018,WAS,109,74,0.541,20,0.5,23,0.826,38,29,9,2,14,17,IND,102,86,0.453,24,0.5,15,0.8,38,24,6,4,15,18,1
03/21/2018,SAS,98,79,0.494,23,0.304,18,0.722,42,21,7,10,15,17,WAS,90,83,0.422,25,0.32,16,0.75,35,27,11,4,12,16,1
03/23/2018,WAS,100,80,0.475,28,0.5,14,0.714,46,28,3,2,17,21,DEN,108,85,0.435,34,0.5,18,0.944,38,25,5,10,10,16,-1
03/25/2018,WAS,97,87,0.425,19,0.316,23,0.739,46,25,10,7,14,16,NYK,101,88,0.466,22,0.273,15,0.867,44,26,10,6,14,19,-1
03/27/2018,WAS,116,85,0.541,24,0.417,18,0.778,50,33,5,7,16,27,SAS,106,87,0.448,25,0.4,33,0.545,37,29,7,5,8,17,1
03/29/2018,DET,103,84,0.488,21,0.286,20,0.75,44,26,9,3,16,14,WAS,92,89,0.416,32,0.188,15,0.8,43,28,9,6,15,19,1
03/31/2018,WAS,107,88,0.455,39,0.462,12,0.75,44,30,11,4,12,23,CHA,93,77,0.455,23,0.261,27,0.63,46,22,6,2,17,14,1
04/01/2018,CHI,113,82,0.524,34,0.529,13,0.692,40,30,7,1,17,17,WAS,94,81,0.457,30,0.267,12,1.0,37,27,5,4,16,12,1
04/03/2018,HOU,120,84,0.512,46,0.348,27,0.667,46,26,13,3,9,14,WAS,104,72,0.528,25,0.48,23,0.696,36,25,6,1,17,21,1
04/05/2018,CLE,119,77,0.545,27,0.481,28,0.786,35,26,10,3,16,14,WAS,115,94,0.5,21,0.429,14,0.857,41,34,8,7,15,23,1
04/06/2018,WAS,97,87,0.402,25,0.36,23,0.783,45,18,8,4,12,15,ATL,103,79,0.481,33,0.333,23,0.696,50,24,5,5,18,22,-1
04/10/2018,WAS,113,83,0.494,30,0.5,20,0.8,51,32,8,3,20,24,BOS,101,87,0.379,33,0.394,27,0.815,44,22,14,1,16,18,1
04/11/2018,ORL,101,77,0.429,32,0.406,27,0.815,42,20,6,7,16,27,WAS,92,95,0.347,34,0.294,27,0.593,50,17,5,1,12,25,1
10/19/2017,LAL,92,91,0.407,16,0.25,23,0.609,52,21,8,7,19,15,LAC,108,107,0.393,33,0.364,13,0.923,59,23,12,3,14,20,-1
10/20/2017,PHX,130,92,0.489,29,0.483,38,0.684,50,17,8,9,19,25,LAL,132,93,0.516,26,0.462,33,0.727,42,22,8,3,18,31,-1
10/22/2017,LAL,112,90,0.489,27,0.333,20,0.75,38,27,7,6,17,24,NOP,119,83,0.566,32,0.313,21,0.714,42,26,14,5,18,20,-1
10/27/2017,LAL,92,79,0.456,23,0.13,24,0.708,49,20,7,6,21,22,TOR,101,93,0.43,29,0.241,20,0.7,40,27,12,4,12,24,-1
10/28/2017,UTA,96,79,0.468,31,0.419,13,0.692,49,18,9,5,21,20,LAL,81,81,0.383,22,0.227,20,0.7,39,17,12,4,16,20,1
10/31/2017,LAL,113,91,0.495,26,0.462,14,0.786,53,30,9,5,14,14,DET,93,94,0.436,33,0.303,3,0.333,44,21,7,3,12,11,1
11/02/2017,POR,113,86,0.465,22,0.409,27,0.889,41,22,7,4,12,21,LAL,110,79,0.544,18,0.222,27,0.741,32,16,8,8,11,20,1
