100.43,80.57,0.46,23.86,0.38,21.86,0.76,38.0,22.14,8.29,6.29,13.29,22.43,99.71,79.0,0.43,28.14,0.37,27.86,0.79,44.43,20.71,6.43,4.43,15.86,20.57,105.0,86.43,0.44,26.29,0.43,24.0,0.74,43.14,21.43,8.86,3.57,14.29,19.86,99.71,85.29,0.45,29.43,0.29,19.29,0.78,45.57,21.71,6.71,5.71,16.43,21.57,-1
109.71,85.57,0.5,24.71,0.36,20.0,0.81,43.71,23.71,7.0,4.86,14.0,20.57,105.14,86.0,0.42,35.43,0.38,23.0,0.83,42.0,20.71,6.43,4.57,13.57,20.86,104.71,88.86,0.44,30.14,0.34,22.29,0.76,46.57,18.57,7.14,4.43,14.29,22.86,109.43,85.57,0.46,25.14,0.4,26.57,0.77,46.57,23.71,8.14,5.43,14.0,20.86,1
108.0,83.43,0.48,27.43,0.43,20.14,0.8,43.43,26.14,7.71,5.71,13.86,17.86,100.57,84.29,0.47,24.14,0.35,20.71,0.64,41.0,23.14,8.43,5.0,13.57,17.86,101.14,85.14,0.45,26.57,0.4,18.43,0.77,41.0,22.0,10.0,3.57,17.14,21.43,108.43,86.86,0.46,32.43,0.33,23.86,0.73,47.71,25.71,9.14,5.71,17.14,20.29,1
108.29,84.71,0.48,28.43,0.4,22.57,0.71,45.0,23.86,6.29,3.86,14.14,18.57,99.57,83.71,0.47,25.71,0.37,16.0,0.78,39.43,24.29,7.86,3.71,14.86,22.43,111.57,83.71,0.48,33.57,0.38,24.0,0.81,42.29,21.14,8.14,4.0,17.29,22.29,112.29,87.86,0.47,34.0,0.34,25.0,0.74,42.71,23.14,9.14,3.57,14.43,22.71,-1
100.0,82.0,0.44,34.86,0.35,20.71,0.8,41.0,20.71,5.86,3.57,13.57,22.0,100.43,80.86,0.44,29.57,0.34,25.71,0.74,45.29,19.71,8.29,3.14,13.29,20.29,103.71,83.0,0.45,30.14,0.37,23.0,0.79,45.86,21.29,7.71,3.43,13.14,17.14,95.57,83.0,0.44,29.29,0.36,16.86,0.77,40.57,21.57,5.57,4.43,14.43,20.71,-1
110.43,86.86,0.49,29.14,0.36,18.86,0.78,42.86,29.14,10.0,4.14,17.43,19.71,111.57,83.86,0.49,32.14,0.41,20.14,0.8,40.86,23.29,10.14,3.14,17.29,20.57,101.0,87.0,0.44,30.43,0.35,19.0,0.7,42.0,20.43,11.29,4.86,12.71,22.14,97.43,79.0,0.44,28.0,0.34,23.86,0.8,43.14,22.0,6.71,6.0,17.57,19.43,1
103.29,85.0,0.46,26.86,0.35,21.57,0.7,42.43,21.29,8.71,5.57,14.14,18.57,107.14,91.14,0.44,28.14,0.34,20.14,0.84,48.57,24.71,7.86,3.57,15.0,19.43,110.43,86.86,0.5,25.57,0.44,15.29,0.77,40.57,27.86,7.43,4.0,13.0,18.57,106.43,87.29,0.48,30.43,0.33,17.57,0.74,44.0,26.0,6.71,5.57,14.43,17.86,-1
112.14,92.71,0.48,25.86,0.3,22.14,0.72,51.0,25.86,8.0,6.14,15.71,21.57,107.71,91.14,0.45,33.14,0.3,22.71,0.68,44.14,23.86,8.29,6.71,14.43,19.29,100.0,86.29,0.44,29.57,0.37,17.0,0.75,41.57,22.14,6.71,2.86,12.14,19.71,108.0,82.71,0.48,30.43,0.4,20.71,0.77,43.14,24.86,5.86,2.43,12.71,16.71,1
106.43,82.86,0.48,22.29,0.37,23.86,0.75,42.29,24.29,8.0,4.86,14.86,18.14,103.14,83.57,0.49,25.14,0.35,17.29,0.75,38.29,22.86,7.86,4.29,15.86,21.86,108.29,84.71,0.47,30.86,0.39,21.14,0.8,39.43,25.43,8.29,4.29,15.29,19.14,109.14,88.57,0.49,25.57,0.34,18.86,0.72,44.86,25.71,7.71,4.43,14.86,19.71,1
110.86,86.86,0.47,25.86,0.4,26.57,0.7,48.0,21.14,5.86,5.86,12.71,17.86,105.71,91.57,0.43,35.86,0.34,19.14,0.78,44.86,21.71,6.71,4.29,12.86,23.0,103.57,85.0,0.45,25.43,0.44,22.43,0.71,44.29,21.29,7.57,3.29,14.43,19.0,97.43,85.14,0.44,29.29,0.26,18.71,0.78,44.0,20.29,7.43,6.43,14.43,21.14,1
96.57,84.86,0.45,21.43,0.35,16.43,0.8,41.14,20.71,7.71,4.57,14.71,20.14,102.71,84.86,0.43,34.57,0.37,22.57,0.78,47.57,19.71,8.14,2.86,15.0,19.14,100.57,84.29,0.44,24.0,0.28,27.71,0.69,44.0,18.0,8.29,6.0,17.29,23.14,106.86,88.29,0.45,25.86,0.35,25.0,0.77,47.0,18.29,8.0,5.14,15.86,23.0,1
110.14,86.29,0.46,30.57,0.33,26.57,0.81,43.14,22.43,6.0,4.57,13.71,19.29,116.14,89.86,0.49,30.29,0.46,18.71,0.79,45.43,28.57,6.43,5.71,13.43,24.86,104.0,86.43,0.42,33.0,0.3,28.86,0.73,44.57,20.29,8.14,4.0,16.43,21.43,110.14,90.57,0.45,26.0,0.33,25.0,0.76,50.0,20.0,9.29,5.86,14.29,23.86,1
111.14,84.29,0.5,25.86,0.37,21.71,0.82,45.0,23.86,7.43,5.43,14.43,21.71,100.29,84.86,0.41,32.57,0.38,23.0,0.83,40.57,20.57,7.29,4.43,14.57,21.29,109.71,79.86,0.5,28.86,0.38,25.0,0.79,39.0,22.43,9.29,5.57,14.29,22.86,104.29,83.43,0.45,28.0,0.34,24.29,0.82,41.29,22.14,8.0,4.43,15.14,21.14,1
109.57,84.29,0.5,27.57,0.33,20.29,0.8,42.57,29.14,10.0,4.0,17.71,20.14,108.57,83.43,0.48,31.29,0.39,21.0,0.8,39.57,22.29,11.29,2.29,16.71,20.86,94.57,84.71,0.42,22.43,0.31,21.86,0.73,45.86,20.43,7.86,5.29,13.57,15.43,97.86,82.71,0.46,26.0,0.39,15.86,0.76,43.43,21.29,7.57,4.43,14.0,20.71,1
100.14,83.0,0.45,31.29,0.34,18.43,0.83,41.14,18.71,7.29,3.86,16.14,20.71,106.29,82.29,0.47,21.43,0.42,23.86,0.82,43.14,18.43,9.43,4.0,13.86,18.29,105.71,83.86,0.45,31.0,0.37,23.57,0.79,47.0,21.71,7.86,3.43,13.43,18.57,97.43,85.71,0.43,30.43,0.33,17.71,0.81,41.71,21.0,5.71,4.43,13.71,21.0,1
107.14,83.43,0.45,31.29,0.36,26.86,0.74,42.71,22.43,8.57,5.86,14.29,22.86,97.86,82.57,0.42,28.86,0.37,24.14,0.76,43.0,18.14,7.43,2.43,17.43,22.0,120.43,87.43,0.52,30.71,0.41,21.57,0.72,47.14,30.57,8.57,8.86,13.86,22.57,105.0,89.57,0.41,30.14,0.31,29.0,0.76,44.71,22.0,7.57,4.14,13.71,18.0,1
108.43,91.71,0.45,26.71,0.3,25.29,0.69,45.86,20.29,6.29,5.29,14.57,23.86,115.57,89.86,0.45,31.86,0.36,29.57,0.73,49.0,21.43,7.86,4.71,14.29,22.43,104.86,82.43,0.49,25.86,0.39,19.43,0.73,40.71,24.86,6.86,5.14,13.86,23.86,108.43,81.57,0.47,27.57,0.43,24.57,0.79,40.71,22.86,8.29,3.29,13.86,19.14,-1
99.86,84.71,0.41,30.86,0.35,24.0,0.86,40.43,17.29,11.14,5.86,14.43,22.57,100.57,77.86,0.45,26.14,0.4,26.0,0.79,45.57,17.43,7.29,5.14,18.57,22.43,97.43,87.14,0.43,30.0,0.34,17.43,0.73,43.71,21.29,6.86,3.0,12.86,19.57,105.71,83.71,0.46,30.71,0.39,21.14,0.77,45.14,24.14,6.14,2.86,13.14,17.0,1
111.71,80.29,0.46,43.0,0.34,29.86,0.79,44.14,20.71,9.57,4.14,17.14,25.0,107.43,79.71,0.48,26.43,0.39,25.71,0.8,37.57,22.71,8.0,2.71,15.29,24.14,105.29,89.14,0.43,29.57,0.37,23.0,0.75,44.29,19.29,8.14,4.29,13.71,17.57,108.71,86.71,0.47,28.57,0.39,19.29,0.82,45.86,23.86,8.43,5.57,15.86,20.86,1
97.86,84.43,0.42,31.57,0.29,22.14,0.77,41.86,21.71,7.57,7.0,11.57,20.57,100.86,83.0,0.43,28.57,0.41,22.43,0.84,47.29,19.86,5.43,6.43,15.57,21.86,97.14,86.86,0.42,31.29,0.37,17.43,0.79,42.71,19.71,7.14,3.57,16.0,20.14,107.0,77.14,0.48,32.14,0.39,25.86,0.81,44.0,23.14,9.43,5.86,15.57,20.86,-1
109.86,83.71,0.49,22.43,0.38,26.57,0.75,42.0,25.0,7.71,5.0,13.71,18.14,106.14,85.57,0.49,27.29,0.34,18.0,0.73,39.14,23.57,7.0,3.71,15.14,23.29,97.43,82.14,0.43,32.29,0.36,19.14,0.75,44.86,20.29,8.43,5.71,16.57,22.29,97.43,83.86,0.41,28.43,0.35,23.86,0.78,45.14,18.14,7.43,5.43,14.14,20.29,-1
112.0,92.14,0.43,36.43,0.38,27.29,0.69,45.71,23.57,8.0,3.71,13.0,22.14,113.0,88.57,0.46,25.86,0.4,26.0,0.8,50.29,21.14,6.43,6.29,15.14,21.43,102.0,87.43,0.41,24.43,0.38,25.57,0.8,50.71,16.29,6.86,6.14,15.29,21.86,96.57,85.43,0.42,24.0,0.32,24.57,0.73,42.43,18.43,8.14,7.14,13.57,21.71,-1
106.86,86.71,0.46,25.29,0.38,23.86,0.73,45.14,21.29,6.14,5.57,13.14,18.29,108.14,91.0,0.46,29.43,0.36,18.71,0.74,45.14,20.29,7.43,5.57,13.43,19.43,109.57,79.0,0.5,30.14,0.4,24.71,0.78,39.29,21.57,8.14,6.43,14.71,22.71,106.57,85.43,0.45,28.14,0.36,23.29,0.83,41.0,23.43,8.14,4.57,13.71,20.71,1
107.57,83.43,0.46,29.43,0.37,27.43,0.73,44.0,21.0,8.71,5.57,14.0,22.71,98.86,82.71,0.42,29.86,0.37,24.0,0.78,42.71,18.57,7.86,3.0,17.0,21.57,101.29,89.57,0.43,30.43,0.36,15.57,0.76,42.71,21.14,8.57,3.43,13.57,17.71,102.43,82.57,0.47,27.57,0.37,19.71,0.74,45.0,23.86,7.0,7.0,16.29,17.0,-1
102.14,84.71,0.42,31.29,0.34,25.0,0.82,48.86,22.0,8.86,4.86,13.71,20.57,90.57,81.29,0.42,22.86,0.29,22.14,0.68,41.0,20.57,8.0,6.29,15.14,20.57,109.0,83.86,0.49,31.43,0.39,20.57,0.78,40.14,25.43,7.29,4.29,15.71,20.71,109.71,87.14,0.48,26.29,0.35,22.86,0.77,42.43,24.43,8.14,3.86,13.43,18.71,1
110.57,92.71,0.46,26.29,0.31,25.0,0.7,47.0,20.57,6.14,5.57,16.29,23.43,117.71,91.29,0.46,31.43,0.37,29.86,0.73,48.14,21.29,8.71,5.0,14.0,22.43,107.29,85.43,0.47,31.57,0.35,22.86,0.71,43.43,24.43,6.14,3.86,13.57,19.71,110.43,90.86,0.45,32.29,0.36,22.0,0.79,48.43,23.86,6.43,5.14,14.0,20.29,-1
113.86,85.71,0.48,31.86,0.35,26.57,0.8,41.57,23.29,6.57,3.86,12.86,20.0,115.43,88.57,0.5,30.57,0.45,18.14,0.76,44.29,28.29,6.14,5.14,14.43,23.86,101.86,84.0,0.43,25.0,0.36,30.29,0.67,45.57,19.29,5.86,3.86,12.43,20.71,107.57,84.86,0.46,28.86,0.37,23.43,0.84,44.0,23.14,6.57,4.86,13.0,23.14,1
116.71,86.57,0.51,29.14,0.38,24.43,0.73,45.71,28.14,9.14,5.71,15.57,17.29,107.29,87.14,0.48,33.86,0.37,17.0,0.63,39.43,25.0,9.29,4.57,16.43,21.29,100.57,77.0,0.47,26.14,0.36,23.29,0.81,37.71,19.43,6.71,4.86,14.14,22.71,103.14,80.71,0.46,29.0,0.34,25.57,0.77,41.0,20.0,7.43,3.86,13.71,20.71,1
115.86,84.43,0.52,29.86,0.39,19.71,0.86,45.0,31.0,8.57,9.43,18.57,19.57,105.57,91.57,0.43,29.14,0.34,20.0,0.82,39.71,25.43,11.14,3.29,15.14,16.71,95.86,85.57,0.42,29.0,0.34,17.57,0.76,42.14,20.57,6.29,2.29,13.43,19.86,107.57,84.14,0.47,31.29,0.39,21.14,0.76,44.71,24.43,6.43,3.57,12.57,16.43,1
108.43,83.14,0.48,28.14,0.34,24.14,0.82,43.43,22.29,6.71,4.29,15.43,23.14,105.29,84.57,0.44,27.86,0.36,25.71,0.77,42.43,20.71,8.0,4.71,14.57,21.43,102.43,88.29,0.42,23.14,0.35,26.57,0.79,49.0,16.57,6.43,7.0,14.0,21.29,103.57,87.0,0.44,23.71,0.34,25.0,0.73,44.43,20.57,7.43,6.86,12.57,21.71,-1
108.71,82.57,0.5,29.14,0.42,18.14,0.78,38.86,26.71,8.29,3.57,14.71,19.57,108.0,82.14,0.49,33.0,0.4,19.86,0.76,38.57,26.43,7.86,4.43,14.43,19.86,110.29,78.14,0.5,31.0,0.39,25.14,0.78,38.57,21.57,8.71,5.71,16.0,23.57,109.71,85.86,0.46,28.14,0.38,24.43,0.83,41.43,24.29,8.86,4.0,14.14,21.14,-1
113.57,88.29,0.47,25.43,0.39,28.57,0.7,47.71,22.0,5.86,5.86,12.29,18.43,110.14,91.43,0.44,36.14,0.35,20.14,0.8,43.71,22.71,6.43,5.0,12.71,23.86,95.0,84.0,0.42,24.14,0.33,21.71,0.77,44.0,20.0,8.14,5.57,14.14,16.71,102.14,82.57,0.47,25.43,0.39,18.0,0.78,43.0,22.0,8.14,4.0,13.43,21.14,-1
102.14,84.0,0.45,24.14,0.4,23.14,0.72,44.29,19.86,5.86,4.71,13.43,17.29,104.29,89.14,0.46,29.43,0.35,17.0,0.72,45.0,19.57,8.43,5.86,13.14,18.71,106.0,84.29,0.45,31.43,0.39,23.71,0.77,46.43,22.29,7.86,3.29,13.29,19.29,99.43,86.0,0.44,30.0,0.35,17.71,0.8,42.86,21.43,5.29,3.71,13.29,20.86,-1
119.57,86.43,0.52,31.29,0.39,19.57,0.88,46.71,31.57,8.71,10.0,17.71,19.57,103.0,92.29,0.42,29.43,0.36,19.43,0.79,39.43,23.71,10.71,2.71,15.0,16.86,110.43,87.57,0.48,31.14,0.35,21.43,0.71,44.43,26.14,6.86,3.43,13.29,18.57,108.71,91.71,0.45,31.0,0.32,19.86,0.8,46.29,23.14,6.71,5.0,13.71,19.71,1
99.86,85.14,0.43,35.86,0.32,19.43,0.82,42.43,20.43,6.0,3.43,13.57,22.29,102.71,82.57,0.44,30.29,0.34,26.0,0.76,47.71,21.14,8.43,3.43,13.29,20.57,99.71,87.43,0.43,31.43,0.36,19.14,0.69,42.71,20.86,12.14,3.86,12.71,21.57,96.71,78.14,0.44,28.43,0.33,23.43,0.8,43.86,22.43,7.14,5.43,18.14,19.57,1
100.71,85.43,0.41,30.86,0.34,24.57,0.86,41.86,17.0,10.29,5.43,13.43,22.29,99.29,78.14,0.44,25.71,0.36,27.29,0.79,45.71,17.14,7.14,4.86,17.43,23.14,105.57,85.43,0.48,27.0,0.38,19.57,0.7,40.29,24.86,8.29,5.43,13.71,25.0,109.43,81.86,0.47,26.71,0.42,26.29,0.83,43.14,21.71,7.57,4.29,16.29,19.0,1
108.57,93.14,0.46,30.71,0.35,17.14,0.69,49.29,27.14,9.86,6.29,16.0,22.29,102.43,87.86,0.43,28.0,0.31,23.57,0.75,44.86,20.29,8.71,6.29,15.71,19.57,107.29,85.29,0.48,30.0,0.38,20.71,0.77,41.29,24.57,6.71,4.71,15.14,20.29,112.43,88.0,0.48,28.29,0.37,23.86,0.75,42.86,24.0,7.71,4.57,11.86,18.43,1
98.43,84.43,0.46,21.14,0.37,17.0,0.78,41.43,21.71,8.29,4.57,14.71,20.14,102.29,84.14,0.44,32.29,0.41,20.57,0.74,45.86,20.86,8.29,3.0,15.43,19.86,103.14,84.86,0.45,30.29,0.36,21.0,0.73,41.43,20.86,7.57,4.29,15.86,22.71,111.57,83.29,0.48,27.43,0.4,25.86,0.82,45.29,25.14,9.29,4.86,15.29,21.57,-1
108.43,83.43,0.48,21.43,0.38,27.14,0.74,44.43,24.14,7.71,4.86,13.14,18.43,103.14,85.0,0.46,29.71,0.34,18.71,0.75,39.14,23.29,6.43,4.0,14.57,23.71,109.0,88.29,0.43,26.14,0.35,29.71,0.77,47.0,21.29,7.43,4.57,14.86,23.29,117.0,91.29,0.48,26.57,0.37,26.43,0.76,47.86,22.71,7.86,5.43,12.14,24.43,1
97.57,85.57,0.43,30.86,0.29,19.86,0.78,42.71,22.71,7.57,7.0,11.43,20.86,101.43,82.57,0.44,27.71,0.41,21.86,0.79,45.43,20.29,5.29,6.29,14.71,20.71,102.29,84.29,0.43,33.29,0.31,26.29,0.71,43.57,21.0,7.71,3.71,17.0,20.57,109.29,90.43,0.46,27.57,0.34,23.14,0.74,48.43,20.14,9.29,5.43,14.14,23.29,-1
104.43,83.29,0.44,29.86,0.35,27.86,0.76,43.71,19.71,8.14,4.71,14.57,20.57,106.29,84.29,0.46,31.43,0.34,22.86,0.78,43.14,23.43,9.0,5.86,14.71,24.0,96.29,82.14,0.44,24.43,0.29,25.14,0.67,42.57,18.71,8.29,6.14,17.14,21.43,104.43,87.29,0.46,24.71,0.34,21.57,0.76,46.14,19.57,8.14,4.43,15.57,22.29,1
118.14,82.71,0.47,43.43,0.39,29.86,0.79,43.43,23.29,10.71,4.71,16.57,22.43,108.57,82.57,0.49,26.43,0.36,23.43,0.76,38.14,24.57,8.71,3.57,16.86,23.29,104.0,84.14,0.44,33.14,0.32,26.57,0.72,44.71,21.14,8.0,4.57,17.14,20.86,106.57,87.86,0.45,27.29,0.34,23.29,0.78,45.57,19.57,9.43,5.0,14.57,24.0,1
109.43,85.14,0.49,25.57,0.38,20.57,0.81,44.71,24.57,7.86,5.43,14.29,21.0,99.29,83.43,0.42,33.43,0.39,20.29,0.81,39.86,21.14,6.86,5.43,15.29,21.0,101.57,86.14,0.42,23.86,0.34,27.29,0.79,47.57,16.43,6.14,7.0,15.0,19.86,104.86,88.57,0.44,24.43,0.35,22.57,0.77,44.14,21.29,8.57,6.86,12.43,21.71,-1
108.57,83.71,0.49,28.43,0.44,17.71,0.83,44.29,27.57,7.86,5.29,14.14,18.86,96.71,84.57,0.45,24.43,0.32,19.57,0.59,40.57,21.86,7.86,4.29,13.71,17.14,97.71,87.86,0.42,30.86,0.35,16.71,0.76,42.57,20.29,7.57,3.86,15.14,19.43,105.14,77.0,0.48,29.57,0.39,24.71,0.82,43.71,24.29,8.71,6.14,16.14,21.0,1
103.29,87.0,0.41,33.14,0.33,24.71,0.8,49.57,22.14,8.14,5.29,13.14,20.0,92.57,82.71,0.42,24.57,0.34,21.29,0.68,42.14,20.71,7.71,6.57,14.86,20.43,99.57,88.57,0.43,31.43,0.37,14.71,0.74,42.71,21.29,8.71,3.86,14.71,16.57,101.14,85.0,0.47,27.86,0.37,16.43,0.73,45.86,24.14,8.0,7.57,16.57,15.71,-1
114.0,93.57,0.48,31.0,0.38,17.71,0.71,50.14,29.29,9.86,6.0,15.29,21.14,103.71,88.14,0.44,28.29,0.32,23.43,0.75,42.86,21.14,9.29,6.29,14.29,18.57,112.86,83.57,0.48,33.29,0.4,22.71,0.85,41.57,22.14,8.0,3.29,15.86,21.86,108.86,85.57,0.47,31.71,0.34,23.86,0.71,42.14,23.29,8.57,3.43,14.71,22.29,-1
118.14,86.29,0.51,30.57,0.39,20.57,0.87,45.43,31.14,9.29,9.0,16.57,20.14,99.86,90.43,0.41,29.14,0.35,19.57,0.78,40.0,22.86,10.0,3.14,15.43,17.29,88.71,83.71,0.41,20.71,0.35,17.86,0.7,35.0,19.0,8.43,3.57,13.14,19.29,111.14,81.57,0.52,29.71,0.44,18.14,0.77,46.71,28.71,8.0,4.86,14.43,20.43,-1
102.43,84.0,0.46,24.86,0.41,20.57,0.77,43.86,20.57,7.0,4.43,14.29,16.86,103.43,87.0,0.47,30.29,0.34,15.86,0.74,42.0,20.0,8.86,5.57,13.86,16.86,108.71,86.86,0.47,30.29,0.37,23.14,0.74,41.71,24.14,7.0,4.29,13.0,19.57,116.86,89.86,0.48,28.86,0.39,24.43,0.78,46.0,26.0,7.0,4.43,11.57,19.29,1
